iter	RMSE
279	92.88003295
280	92.33007478
281	91.78339538
282	91.23995949
283	90.69977949
284	90.25001443
285	89.80264241
286	89.27102927
287	88.74256718
288	88.30284655
289	87.78017347
290	87.34538721
291	86.91288143
292	86.48265421
293	85.97084656
294	85.46207736
295	84.95634296
296	84.45362078
297	83.95390911
298	83.53858577
299	83.04433429
300	82.63366067
301	82.22514189
302	81.73871928
303	81.33479229
304	80.85368086
305	80.37544064
306	79.97842808
307	79.50541452
308	79.11284135
309	78.75943727
310	78.29367125
311	77.90736018
312	77.5230846
313	77.14083441
314	76.7806874
315	76.40232054
316	76.02594815
317	75.64741403
318	75.27496125
319	74.90446346
320	74.53591137
321	74.09533555
322	73.76600815
323	73.33000466
324	72.89661629
325	72.57285851
326	72.21623707
327	71.86149148
328	71.43684565
329	71.01473219
330	70.59513749
331	70.24853201
332	69.92214048
333	69.50903718
334	69.16799447
335	68.75940845
336	68.42218055
337	68.11932316
338	67.7169815
339	67.38512602
340	66.98716839
341	66.65901258
342	66.26539129
343	65.87412634
344	65.48519235
345	65.09857509
346	64.77987567
347	64.46284864
348	64.14746601
349	63.82989683
350	63.5482961
351	63.2376882
352	62.95901031
353	62.64774828
354	62.27803502
355	61.97396337
356	61.60828881
357	61.33722106
358	60.97532373
359	60.67786784
360	60.41119731
361	60.11305755
362	59.75845913
363	59.40597657
364	59.05560586
365	58.76428461
366	58.41773507
367	58.16142676
368	57.81845465
369	57.4775409
370	57.19425507
371	56.91592392
372	56.63558124
373	56.30171697
374	56.05521134
375	55.77932245
376	55.45055511
377	55.18109863
378	54.9130468
379	54.64638693
380	54.40770089
381	54.17023947
382	53.85106293
383	53.53379482
384	53.2184252
385	52.96035762
386	52.70359827
387	52.39319493
388	52.08466915
389	51.77797151
390	51.47309421
391	51.2205276
392	50.99744683
393	50.7754939
394	50.55465792
395	50.33494841
396	50.05794299
397	49.7633148
398	49.4704194
399	49.17930099
400	48.9088704
401	48.68558779
402	48.4502752
403	48.16525643
404	47.88194303
405	47.65066566
406	47.37043184
407	47.14173553
408	46.86456273
409	46.58902209
410	46.38700008
411	46.16327454
412	45.89192751
413	45.67069487
414	45.45058844
415	45.23160739
416	44.96584352
417	44.77131854
418	44.5558229
419	44.29408703
420	44.03392986
421	43.84367798
422	43.63284015
423	43.37666303
424	43.13822563
425	42.90121283
426	42.64939887
427	42.44441831
428	42.24048062
429	42.05825263
430	41.81147856
431	41.58185013
432	41.33794602
433	41.13951428
434	40.96221105
435	40.72202196
436	40.52673693
437	40.2891486
438	40.06803296
439	39.83320694
440	39.66171406
441	39.47168355
442	39.28261649
443	39.09455185
444	38.92656682
445	38.69856297
446	38.51344293
447	38.32927175
448	38.10485978
449	37.92274219
450	37.71468409
451	37.53451363
452	37.31487639
453	37.13669148
454	36.91944003
455	36.76124049
456	36.58583835
457	36.37190709
458	36.19846193
459	36.04358437
460	35.84595224
461	35.69267694
462	35.49703993
463	35.30255391
464	35.13440154
465	34.92916754
466	34.72517661
467	34.57680912
468	34.42919024
469	34.26544284
470	34.0654089
471	33.86655991
472	33.66893041
473	33.48466689
474	33.34184136
475	33.15943964
476	33.01807034
477	32.86130101
478	32.68156814
479	32.49106047
480	32.33466861
481	32.14624176
482	31.95895398
483	31.77280083
484	31.62218264
485	31.4380726
486	31.28914007
487	31.14094304
488	30.99351411
489	30.81319725
490	30.63395171
491	30.48904452
492	30.32271091
493	30.19391969
494	30.0184275
495	29.8439856
496	29.71733041
497	29.54466737
498	29.40517953
499	29.23443095
500	29.09648327
501	28.92759235
502	28.77002247
503	28.63433822
504	28.4784618
505	28.34423925
506	28.17992784
507	28.06060916
508	27.92847776
509	27.79512097
510	27.66433145
511	27.54152878
512	27.39174003
513	27.24283999
514	27.0851618
515	26.95787609
516	26.83126286
517	26.70528169
518	26.55083322
519	26.39731481
520	26.28601572
521	26.16275681
522	26.04011829
523	25.93049102
524	25.78069318
525	25.65826474
526	25.53816716
527	25.39965961
528	25.25310934
529	25.13502339
530	24.99005531
531	24.87325685
532	24.72989767
533	24.58742639
534	24.47261703
535	24.34017678
536	24.2265861
537	24.0871735
538	23.97484169
539	23.84527764
540	23.71648677
541	23.60596538
542	23.47031592
543	23.37195279
544	23.23772147
545	23.1357302
546	23.01095683
547	22.87891161
548	22.78316964
549	22.68789242
550	22.59307788
551	22.48818556
552	22.35927054
553	22.23114985
554	22.10381961
555	22.01158845
556	21.89310337
557	21.77534293
558	21.67446249
559	21.57410165
560	21.47293749
561	21.37358517
562	21.27475045
563	21.15320864
564	21.03243016
565	20.93406533
566	20.84701842
567	20.72810403
568	20.63247339
569	20.51487488
570	20.42031085
571	20.32621172
572	20.241911
573	20.13347874
574	20.04080716
575	19.95775079
576	19.84422162
577	19.7313871
578	19.6407232
579	19.53572615
580	19.44601485
581	19.35675468
582	19.26794517
583	19.18831771
584	19.09935133
585	19.02052414
586	18.91900052
587	18.8117767
588	18.72569779
589	18.63911221
590	18.56234392
591	18.4634281
592	18.36511391
593	18.28949867
594	18.20513535
595	18.12210555
596	18.02574475
597	17.92399499
598	17.82883023
599	17.72830247
600	17.64678397
601	17.54738377
602	17.44862063
603	17.36851835
604	17.27660991
605	17.1973892
606	17.10081359
607	17.01051394
608	16.94076979
609	16.87135088
610	16.78231879
611	16.70564128
612	16.62936581
613	16.56134037
614	16.49363435
615	16.41909765
616	16.3443236
617	16.27764725
618	16.18663628
619	16.12065611
620	16.05499176
621	15.96530306
622	15.90032736
623	15.81672837
624	15.7285025
625	15.64083416
626	15.55372023
627	15.47220974
628	15.38616422
629	15.30066773
630	15.21571667
631	15.14707519
632	15.06310457
633	15.00195137
634	14.91884513
635	14.83627553
636	14.75423999
637	14.69442434
638	14.62846068
639	14.56925976
640	14.48881966
641	14.40890589
642	14.35063322
643	14.27614332
644	14.21847069
645	14.14019049
646	14.06242535
647	13.99969715
648	13.92729272
649	13.85086348
650	13.78944744
651	13.71828789
652	13.64319969
653	13.57295224
654	13.51290134
655	13.43910359
656	13.37970188
657	13.311023
658	13.24279236
659	13.1895116
660	13.11774167
661	13.05986566
662	13.0023861
663	12.95019694
664	12.87991474
665	12.81008107
666	12.74069437
667	12.68870261
668	12.62008142
669	12.56953641
670	12.51452606
671	12.45981562
672	12.39265694
673	12.32590152
674	12.27666236
675	12.22319958
676	12.15750315
677	12.10902486
678	12.04403541
679	11.99548255
680	11.93122858
681	11.86739957
682	11.80399137
683	11.7409706
684	11.67836862
685	11.63158731
686	11.57329521
687	11.51179161
688	11.46611679
689	11.40529177
690	11.34484291
691	11.29988794
692	11.25515615
693	11.19560562
694	11.1399018
695	11.08112398
696	11.02274666
697	10.96812231
698	10.9104748
699	10.86378657
700	10.82087938
701	10.76415084
702	10.71109382
703	10.66538282
704	10.6233535
705	10.56785645
706	10.52336423
707	10.48195762
708	10.43054713
709	10.38627454
710	10.33544795
711	10.28181989
712	10.23882378
713	10.19866823
714	10.14900062
715	10.09657629
716	10.0444929
717	9.992781819
718	9.951343214
719	9.909486607
720	9.858629214
721	9.817258914
722	9.767016568
723	9.717106138
724	9.67643227
725	9.627129178
726	9.589610433
727	9.544715556
728	9.508300581
729	9.471313425
730	9.434494813
731	9.396009012
732	9.359532379
733	9.323223342
734	9.285299166
735	9.250170677
736	9.212690452
737	9.17798987
738	9.140920579
739	9.097637968
740	9.051976199
741	9.006626882
742	8.961588405
743	8.916860456
744	8.875004585
745	8.840835246
746	8.805587936
747	8.771743353
748	8.728243972
749	8.687518735
750	8.654166886
751	8.62097298
752	8.586866561
753	8.546939747
754	8.504880454
755	8.463117938
756	8.429888542
757	8.39767608
758	8.356621918
759	8.322906726
760	8.282330904
761	8.242044578
762	8.210022893
763	8.178778105
764	8.145983022
765	8.114461064
766	8.085234219
767	8.04908394
768	8.018123443
769	7.979590257
770	7.949354716
771	7.911271462
772	7.881354135
773	7.851553949
774	7.821622538
775	7.790698226
776	7.761098614
777	7.726847663
778	7.690205317
779	7.659966147
780	7.623767724
781	7.591494864
782	7.555801527
783	7.527513012
784	7.492273038
785	7.457269768
786	7.429560987
787	7.402001353
788	7.374286578
789	7.340101321
790	7.313042236
791	7.285736893
792	7.258542135
793	7.230545355
794	7.20360458
795	7.176802501
796	7.150549836
797	7.124470581
798	7.098022644
799	7.070822668
800	7.040675685
801	7.014593987
802	6.9886199
803	6.956785378
804	6.930303724
805	6.90534791
806	6.879152096
807	6.848049686
808	6.817193946
809	6.792903533
810	6.768751683
811	6.743884672
812	6.71912184
813	6.693884462
814	6.664023117
815	6.639614813
816	6.610082027
817	6.585428386
818	6.56137019
819	6.532337679
820	6.503541265
821	6.47495268
822	6.446570584
823	6.424295278
824	6.400939745
825	6.373061261
826	6.345386373
827	6.322349795
828	6.299438904
829	6.273909021
830	6.24687715
831	6.222428116
832	6.195761727
833	6.173366776
834	6.149363944
835	6.123191099
836	6.099544521
837	6.07917394
838	6.053536181
839	6.030429564
840	6.007439642
841	5.985800662
842	5.966078427
843	5.942794377
844	5.91969232
845	5.898401283
846	5.877204124
847	5.856126877
848	5.835339243
849	5.816390247
850	5.79250611
851	5.771799004
852	5.751449447
853	5.730926458
854	5.708975844
855	5.687177332
856	5.666145271
857	5.643267322
858	5.623579103
859	5.601003502
860	5.579975512
861	5.557748292
862	5.538025879
863	5.520731193
864	5.501177298
865	5.48130961
866	5.461929527
867	5.442290342
868	5.42095746
869	5.404298593
870	5.384530258
871	5.364923634
872	5.345456332
873	5.324894014
874	5.308833178
875	5.288566839
876	5.27020387
877	5.250235222
878	5.231791379
879	5.213261796
880	5.197861608
881	5.179657255
882	5.161941698
883	5.143875421
884	5.126360258
885	5.108455694
886	5.089554046
887	5.071789919
888	5.053102211
889	5.035502619
890	5.021710475
891	5.003367193
892	4.989080076
893	4.972491671
894	4.956031244
895	4.94204778
896	4.924368994
897	4.906816
898	4.889847432
899	4.872959225
900	4.855711038
901	4.842302791
902	4.825320282
903	4.808706822
904	4.79612232
905	4.779656172
906	4.764367577
907	4.747875501
908	4.731526534
909	4.718839679
910	4.703640182
911	4.687557725
912	4.671652682
913	4.657124236
914	4.642655061
915	4.626841026
916	4.61471376
917	4.602695549
918	4.590723431
919	4.575146571
920	4.559645226
921	4.545696932
922	4.533990954
923	4.519126202
924	4.504395098
925	4.4929877
926	4.479561287
927	4.464482957
928	4.450139716
929	4.435926676
930	4.421843713
931	4.408677117
932	4.395818446
933	4.383061305
934	4.369957799
935	4.356396692
936	4.341823614
937	4.329438871
938	4.317152674
939	4.304000011
940	4.29408361
941	4.279779439
942	4.267814609
943	4.257808916
944	4.243666294
945	4.231925318
946	4.222381732
947	4.212626005
948	4.201142123
949	4.191531845
950	4.180205381
951	4.170739546
952	4.161562629
953	4.150210505
954	4.140956158
955	4.1300319
956	4.12092824
957	4.112062206
958	4.103067432
959	4.092436151
960	4.081086289
961	4.072318489
962	4.061935808
963	4.05165369
964	4.041455912
965	4.031345636
966	4.021330607
967	4.012966756
968	4.002343953
969	3.992568934
970	3.984395425
971	3.971398395
972	3.963337537
973	3.955323391
974	3.945864493
975	3.936485071
976	3.927184269
977	3.917265718
978	3.909579961
979	3.900512192
980	3.892929371
981	3.885425743
982	3.87632732
983	3.868926903
984	3.86019346
985	3.852910567
986	3.844320281
987	3.837086397
988	3.829978957
989	3.821573502
990	3.81455263
991	3.805653646
992	3.798747288
993	3.791880664
994	3.785073206
995	3.778304907
996	3.770328472
997	3.763667584
998	3.757104544
999	3.750436986
1000	3.743925201
1001	3.7374957
1002	3.729322331
1003	3.721219035
1004	3.713722365
1005	3.705772722
1006	3.699570722
1007	3.693479218
1008	3.686224731
1009	3.679034327
1010	3.673093631
1011	3.665525594
1012	3.658517926
1013	3.651574674
1014	3.644214298
1015	3.638536457
1016	3.631776006
1017	3.625075486
1018	3.61844479
1019	3.611411538
1020	3.605880512
1021	3.600399052
1022	3.594949415
1023	3.588574738
1024	3.582257439
1025	3.575564694
1026	3.569370146
1027	3.562810088
1028	3.55630801
1029	3.550298916
1030	3.544337181
1031	3.538018811
1032	3.533024939
1033	3.528059751
1034	3.523140116
1035	3.518249021
1036	3.512176115
1037	3.506544987
1038	3.500594897
1039	3.495070556
1040	3.490385966
1041	3.484593369
1042	3.479972432
1043	3.475394233
1044	3.469742403
1045	3.465242279
1046	3.460027392
1047	3.455585856
1048	3.451185765
1049	3.445770413
1050	3.440724399
1051	3.435421069
1052	3.431161592
1053	3.426252759
1054	3.42139159
1055	3.41657546
1056	3.411505347
1057	3.407409433
1058	3.403012665
1059	3.398976699
1060	3.394979083
1061	3.390392177
1062	3.385842621
1063	3.381924681
1064	3.377458746
1065	3.373606453
1066	3.369775869
1067	3.365407012
1068	3.361640467
1069	3.357348589
1070	3.353630475
1071	3.349948013
1072	3.345750898
1073	3.341602394
1074	3.337496891
1075	3.333927508
1076	3.330378431
1077	3.32612665
1078	3.322638891
1079	3.318694459
1080	3.315251351
1081	3.311841523
1082	3.307991847
1083	3.303961578
1084	3.300620836
1085	3.296875926
1086	3.293163362
1087	3.289901634
1088	3.286255947
1089	3.283048862
1090	3.279460387
1091	3.275919219
1092	3.272406858
1093	3.269284047
1094	3.266192042
1095	3.262756353
1096	3.259702939
1097	3.256334597
1098	3.252998573
1099	3.249694184
1100	3.246238997
1101	3.243299571
1102	3.240389813
1103	3.237197151
1104	3.233861989
1105	3.230730258
1106	3.227909702
1107	3.224670614
1108	3.22162815
1109	3.218862192
1110	3.215870381
1111	3.213150596
1112	3.210213828
1113	3.207305453
1114	3.204425073
1115	3.201572286
1116	3.198747326
1117	3.195957428
1118	3.193194719
1119	3.190624426
1120	3.18790496
1121	3.185377344
1122	3.182562301
1123	3.180065945
1124	3.177441013
1125	3.174708492
1126	3.172135727
1127	3.169587833
1128	3.167928612
1129	3.16542891
1130	3.162953445
1131	3.160598026
1132	3.158254862
1133	3.155706881
1134	3.15339218
1135	3.151101282
1136	3.148822286
1137	3.146475686
1138	3.144223102
1139	3.141808313
1140	3.139594177
1141	3.137330815
1142	3.134977237
1143	3.132760546
1144	3.130610361
1145	3.128427157
1146	3.126301161
1147	3.124186255
1148	3.122093538
1149	3.119977246
1150	3.117907968
1151	3.115849396
1152	3.11380155
1153	3.111775076
1154	3.10973845
1155	3.107635021
1156	3.105552115
1157	3.103577287
1158	3.101621536
1159	3.099675709
1160	3.097740154
1161	3.095814396
1162	3.093908811
1163	3.091949083
1164	3.090065475
1165	3.08821267
1166	3.086376221
1167	3.084557972
1168	3.08275779
1169	3.080936579
1170	3.079124699
1171	3.077322164
1172	3.075528661
1173	3.073795833
1174	3.072031398
1175	3.070276055
1176	3.068523685
1177	3.066844614
1178	3.065127951
1179	3.063484044
1180	3.061785598
1181	3.060167984
1182	3.058566311
1183	3.056894916
1184	3.055241584
1185	3.053673971
1186	3.05203756
1187	3.050409608
1188	3.048881551
1189	3.047321181
1190	3.045728617
1191	3.044212078
1192	3.04263594
1193	3.04106785
1194	3.039616421
1195	3.038147557
1196	3.036725885
1197	3.035198982
1198	3.033679694
1199	3.032168031
1200	3.030784839
1201	3.029288186
1202	3.027932738
1203	3.026590632
1204	3.025125363
1205	3.023804719
1206	3.022353919
1207	3.021053781
1208	3.019766391
1209	3.018497155
1210	3.017083082
1211	3.01583363
1212	3.014433325
1213	3.013039965
1214	3.011816869
1215	3.010436829
1216	3.009233464
1217	3.008048895
1218	3.006696729
1219	3.005351401
1220	3.004191205
1221	3.002858474
1222	3.001695281
1223	3.000564522
1224	2.99944419
1225	2.998341589
1226	2.997047837
1227	2.995760486
1228	2.994479377
1229	2.993405363
1230	2.992135824
1231	2.990872549
1232	2.989819865
1233	2.988576034
1234	2.987546036
1235	2.98631352
1236	2.985086971
1237	2.983866053
1238	2.982850457
1239	2.981648583
1240	2.980661582
1241	2.979684325
1242	2.978498591
1243	2.977433846
1244	2.976259007
1245	2.975300305
1246	2.974366945
1247	2.973214844
1248	2.972294177
1249	2.9711524
1250	2.970016177
1251	2.969115589
1252	2.968223295
1253	2.96710155
1254	2.965992243
1255	2.96488801
1256	2.964023787
1257	2.962929121
1258	2.961839717
1259	2.960980616
1260	2.959900805
1261	2.958826101
1262	2.957762872
1263	2.95694817
1264	2.95589459
1265	2.954845798
1266	2.954042516
1267	2.953003056
1268	2.951968227
1269	2.950938206
1270	2.949919722
1271	2.949153731
1272	2.948143947
1273	2.947138995
1274	2.946138879
1275	2.945143259
1276	2.94438259
1277	2.943395534
1278	2.942655328
1279	2.941682735
1280	2.940954377
1281	2.940233104
1282	2.939515287
1283	2.938804737
1284	2.93785078
1285	2.936901362
1286	2.936205077
1287	2.935524221
1288	2.934867296
1289	2.934199477
1290	2.933273847
1291	2.932352087
1292	2.931434896
1293	2.930783476
1294	2.929873432
1295	2.926010714
1296	2.925101271
1297	2.924201287
1298	2.923305549
1299	2.92269652
1300	2.921808154
1301	2.920923959
1302	2.920305812
1303	2.919428479
1304	2.918841556
1305	2.917971539
1306	2.917110853
1307	2.91651361
1308	2.91565982
1309	2.915072225
1310	2.914517495
1311	2.913673071
1312	2.912832505
1313	2.912266608
1314	2.911432536
1315	2.910875016
1316	2.910323157
1317	2.909776087
1318	2.908958611
1319	2.908144929
1320	2.907334954
1321	2.906800621
1322	2.906277477
1323	2.905475822
1324	2.904678149
1325	2.904164956
1326	2.900895237
1327	2.900491853
1328	2.900006419
1329	2.899526343
1330	2.898735542
1331	2.898351775
1332	2.897860367
1333	2.897485085
1334	2.897114057
1335	2.896639997
1336	2.896164368
1337	2.895805114
1338	2.895450031
1339	2.894990721
1340	2.894643181
1341	2.894217134
1342	2.893795506
1343	2.893463731
1344	2.893027137
1345	2.892702836
1346	2.89227404
1347	2.891525761
1348	2.891209999
1349	2.890897721
1350	2.89058928
1351	2.890284415
1352	2.889983037
1353	2.889580857
1354	2.889182759
1355	2.888788831
1356	2.888394938
1357	2.888113439
1358	2.887726235
1359	2.887450925
1360	2.887178671
1361	2.886909916
1362	2.886636642
1363	2.886372858
1364	2.886011239
1365	2.885645521
1366	2.885291039
1367	2.885038503
1368	2.884690117
1369	2.884345128
1370	2.88410459
1371	2.883866854
1372	2.883631832
1373	2.88339926
1374	2.883094869
1375	2.882762216
1376	2.882441788
1377	2.882219444
1378	2.881999642
1379	2.881686807
1380	2.881471642
1381	2.881259285
1382	2.88104912
1383	2.880844942
1384	2.880643398
1385	2.880444135
1386	2.880246978
1387	2.880052279
1388	2.879859775
1389	2.879596254
1390	2.879312394
1391	2.879031509
1392	2.878752717
1393	2.878477432
1394	2.877794406
1395	2.87752389
1396	2.877277567
1397	2.877101849
1398	2.876931247
1399	2.876762668
1400	2.876596201
1401	2.876431758
1402	2.876268897
1403	2.87603971
1404	2.875812979
1405	2.87565592
1406	2.875500268
1407	2.875346553
1408	2.875105792
1409	2.874955683
1410	2.874807423
1411	2.874660483
1412	2.87448142
1413	2.874337648
1414	2.874198647
1415	2.87406079
1416	2.87383178
1417	2.873697268
1418	2.87347407
1419	2.873250943
1420	2.873120741
1421	2.87290343
1422	2.872689466
1423	2.872480001
1424	2.872270521
1425	2.872147624
1426	2.871943433
1427	2.871823355
1428	2.871704778
1429	2.871587436
1430	2.871471241
1431	2.871361683
1432	2.871166205
1433	2.871057167
1434	2.870948923
1435	2.870841914
1436	2.870652248
1437	2.87046186
1438	2.870271991
1439	2.8701273
1440	2.870025932
1441	2.869866341
1442	2.869674217
1443	2.869576644
1444	2.869479687
1445	2.869304289
1446	2.869133046
1447	2.868996719
1448	2.868904086
1449	2.868812692
1450	2.86864337
1451	2.868475723
1452	2.868309662
1453	2.868224722
1454	2.868061306
1455	2.867902138
1456	2.86774234
1457	2.86766093
1458	2.867506262
1459	2.86735336
1460	2.867275132
1461	2.867197257
1462	2.867120266
1463	2.866991826
1464	2.866916782
1465	2.866842711
1466	2.866696782
1467	2.866552265
1468	2.866480492
1469	2.866409604
1470	2.866339424
1471	2.862291638
1472	2.862221535
1473	2.861574355
1474	2.861507256
1475	2.861441044
1476	2.861375808
1477	2.861310749
1478	2.861172804
1479	2.861109518
1480	2.860976719
1481	2.860335036
1482	2.860273332
1483	2.860145473
1484	2.860015831
1485	2.85989045
1486	2.859243188
1487	2.859116084
1488	2.858993244
1489	2.858935513
1490	2.858814711
1491	2.858692036
1492	2.85863599
1493	2.858515176
1494	2.858395602
1495	2.858341685
1496	2.858227353
1497	2.858095755
1498	2.858046015
1499	2.85795196
1500	2.857903018
1501	2.857854609
1502	2.857221838
1503	2.857112714
1504	2.857003051
1505	2.856894629
1506	2.856791011
1507	2.856688458
1508	2.856582963
1509	2.85653836
1510	2.856494469
1511	2.856450933
1512	2.856408197
1513	2.856305897
1514	2.856188813
1515	2.856147142
1516	2.856047237
1517	2.855952226
1518	2.855912243
1519	2.855814823
1520	2.85571829
1521	2.855679908
1522	2.855641881
1523	2.851551798
1524	2.851513627
1525	2.851418286
1526	2.851323834
1527	2.851234106
1528	2.851199142
1529	2.851164445
1530	2.851130283
1531	2.851041084
1532	2.846967974
1533	2.84693385
1534	2.846844878
1535	2.846760726
1536	2.846728119
1537	2.846695422
1538	2.846663171
1539	2.846631188
1540	2.846562665
1541	2.846494855
1542	2.846410872
1543	2.846380673
1544	2.846301868
1545	2.846210642
1546	2.846129063
1547	2.846048643
1548	2.846020138
1549	2.84594463
1550	2.845869746
1551	2.845842401
1552	2.845815681
1553	2.845742312
1554	2.845716396
1555	2.84507592
1556	2.844438876
1557	2.844362253
1558	2.844292602
1559	2.844268193
1560	2.844199523
1561	2.84356747
1562	2.843543412
1563	2.843487157
1564	2.843419989
1565	2.843353534
1566	2.843271516
1567	2.84320631
1568	2.842566969
1569	2.842505594
1570	2.842483764
1571	2.841848018
1572	2.837744596
1573	2.837722281
1574	2.837700324
1575	2.837678636
1576	2.837657307
1577	2.837580232
1578	2.837528429
1579	2.837507546
1580	2.837486843
1581	2.837411735
1582	2.837391658
1583	2.83737194
1584	2.8373524
1585	2.837333219
1586	2.837273166
1587	2.837210781
1588	2.837191957
1589	2.837173492
1590	2.83711487
1591	2.837096853
1592	2.837039214
1593	2.837021734
1594	2.836951276
1595	2.836934333
1596	2.836881174
1597	2.836864679
1598	2.83679583
1599	2.836743027
1600	2.836727876
1601	2.836675251
1602	2.836660728
1603	2.836618949
1604	2.836552515
1605	2.836511632
1606	2.836498183
1607	2.836432822
1608	2.836382971
1609	2.836333568
1610	2.836320387
1611	2.83627161
1612	2.836208934
1613	2.832099227
1614	2.832050826
1615	2.832037805
1616	2.831990122
1617	2.831930224
1618	2.831918101
1619	2.831859011
1620	2.831847336
1621	2.831803062
1622	2.831791567
1623	2.831780431
1624	2.831744508
1625	2.831733461
1626	2.827638835
1627	2.827627503
1628	2.827569222
1629	2.82751148
1630	2.827469476
1631	2.827412541
1632	2.827401748
1633	2.827360642
1634	2.827326552
1635	2.827316478
1636	2.827306403
1637	2.827273032
1638	2.827218162
1639	2.827177953
1640	2.827123801
1641	2.827084221
1642	2.82704482
1643	2.826992015
1644	2.826983468
1645	2.826975372
1646	2.826938578
1647	2.826930572
1648	2.826882892
1649	2.822796366
1650	2.822758166
1651	2.822706812
1652	2.822671134
1653	2.82262086
1654	2.822613111
1655	2.822578333
1656	2.822570945
1657	2.82252157
1658	2.822474897
1659	2.822428493
1660	2.822382269
1661	2.822336676
1662	2.822302885
1663	2.822296217
1664	2.822289459
1665	2.822282971
1666	2.822276754
